gene,log2FoldChange
EYA3,4.063674829
ITGB6,4.064902576
NSUN5P2,4.06584568
RP11-92K15.3,4.066745843
DEDD,4.06731487
SPATS2L,4.068415812
OSBPL3,4.068521553
CYP3A7,4.068876548
DGCR9,4.068886921
GREM1,4.06924868
RP11-10C24.1,4.06928138
CTD-2323K18.1,4.069583217
COPA,4.06978867
RP11-173M1.5,4.071017216
PPP1R8,4.07180886
SH3D21,4.07290234
OPRL1,4.073650813
HMGN1P36,4.074109547
HCN2,4.074229098
CTB-63M22.1,4.074891312
AC006273.5,4.07525844
ERBB3,4.076688881
CLTA,4.078793527
SEZ6L2,4.078896791
LRRC8E,4.080034662
GRPEL2,4.080976139
HIATL1,4.081063466
DCP2,4.082160566
NBN,4.082535656
TNFRSF4,4.08332378
MOB1A,4.083436667
GNL3,4.083787053
ZNF165,4.084441674
CTDNEP1,4.084778485
PCP2,4.085221701
CCDC151,4.085253082
TUSC3,4.085557149
SERPINB13,4.087191759
ZNF284,4.088074405
RP11-452N17.1,4.089482357
KRT5,4.089750026
CH507-24F1.1,4.090517469
YWHAB,4.090629636
LBP,4.090992866
RAB7A,4.091018002
OSCAR,4.091222362
OLFML2B,4.091320694
PSMG2,4.092205784
AC007283.5,4.092913442
AC245100.1,4.093708411
CCDC109B,4.094361374
CCDC24,4.095098184
LRRC73,4.096319988
WBSCR27,4.096484215
CTD-2020K17.4,4.097789531
C14orf119,4.098336344
CD24,4.099804518
PKP1,4.100910386
LINC00504,4.101965205
AMPD2,4.103071718
CLCN5,4.103325523
AC073410.1,4.104130384
MSH5,4.104595889
B9D1,4.104783495
PTPRF,4.105261693
CEBPG,4.105323336
ACBD7,4.106510402
NHLRC1,4.106711867
EREG,4.106842175
C9orf43,4.107665759
KCNJ14,4.108919747
FHAD1,4.109349405
SLC22A23,4.111783446
OLA1,4.111796061
ZNF687,4.11189061
HMCES,4.114710993
SLC22A18AS,4.117537409
CD274,4.117756162
FAM192A,4.119438455
AC092171.4,4.119754883
MFI2-AS1,4.119838618
ATP6V1C1,4.119973099
NOXO1,4.120302258
IFIT1,4.12057749
GRIN3B,4.121349509
DDA1,4.121585747
CTD-2521M24.6,4.122858407
LPAR5,4.123157306
AC093616.4,4.123427922
NAGA,4.125013265
CXXC5,4.125053629
LINC00176,4.128874458
BAG4,4.129496398
CHML,4.129775507
PDGFB,4.129992573
POLR3G,4.131944489
RP11-626G11.3,4.13219179
KCNJ10,4.132845251
TEX41,4.133035297
LAMA1,4.133367413
H2AFY2,4.134606207
STON2,4.135009947
PCAT1,4.135384163
RP5-1061H20.4,4.135725096
TAF6L,4.135953933
C1GALT1,4.136771553
PARD6B,4.137287568
XPNPEP3,4.137696961
FKBP1C,4.138348333
AP000692.10,4.138545368
NOS2,4.13904236
RP11-217B1.2,4.13970871
HMGN2P46,4.139728232
LINC01132,4.139762416
UQCRC1,4.139969701
CDS1,4.141927906
PSMD10,4.142448207
FAM84B,4.142787617
CLP1,4.144080989
RP11-399J13.2,4.144649382
KIAA1467,4.145975934
PPP1R1C,4.146410389
LRRC69,4.147024521
BRAT1,4.147718852
CXorf57,4.148222722
MYO1B,4.15089267
CFAP74,4.151043194
CTC-359D24.3,4.151676143
DCK,4.15235952
HCP5,4.152413588
TTC27,4.153248741
PCDHB2,4.154030967
AGAP2-AS1,4.154085548
SH3GL1P3,4.15470721
UBE2MP1,4.157094847
DLX3,4.157437616
DDX11L10,4.1578509
CENPP,4.15815576
PSMB10,4.158612628
IGKV1-9,4.159077309
PHF14,4.159960699
RP11-576I22.2,4.160528973
ITPKA,4.16135336
SPATC1L,4.161818648
RPL36A,4.163009957
KRT23,4.164627518
MVD,4.165292435
RPP25,4.166463738
OSGIN2,4.166655693
RP11-284F21.10,4.167512647
RP11-857B24.5,4.168728465
CTD-2319I12.2,4.168728986
STAMBP,4.169433786
AC024937.6,4.169526633
RAB17,4.169665422
HS3ST3A1,4.170655338
MAGED4,4.170698544
CDA,4.17077452
ZDHHC19,4.1718162
ENTPD2,4.171913075
AMIGO2,4.173225089
GPATCH3,4.174581212
TNFAIP2,4.174593929
TCEB2,4.174826234
KCTD21-AS1,4.176014513
IL1RL2,4.177172878
MME,4.177436036
RP11-1H8.5,4.178839973
IL1A,4.179714871
MOSPD1,4.180125593
ATP6V0E2,4.18129006
RPL29P19,4.181683807
KIFC2,4.18207093
ZFP69,4.182619963
WDR3,4.184128076
FAM155B,4.184258465
SRC,4.186882881
RP11-834C11.14,4.186936264
AC124789.1,4.187157405
MRPS21,4.188216605
RNF135,4.188679154
TFAM,4.189063944
RP11-65L3.2,4.190136149
RPL3L,4.190424819
MRPS30,4.191028633
RBM4,4.191795202
PRSS21,4.19203571
CTD-2015G9.2,4.192212947
CTD-2017F17.2,4.194044335
TMEM254,4.1940894
KB-1208A12.3,4.195249302
AL450992.2,4.195269921
KRT18P5,4.195481567
LBHD1,4.195632093
YTHDF2,4.195793938
SH3BP5L,4.197803099
MYO3A,4.19820783
LACTB,4.198488016
DHX32,4.19865582
OXNAD1,4.198711427
CTC-479C5.12,4.199019612
GTPBP4,4.20086995
NOP58,4.200996427
DQX1,4.201041161
TMEM45A,4.202031693
WDR90,4.202044177
PANX2,4.202596548
RP11-264B17.2,4.202835675
DDX23,4.202987131
PAK2,4.20354607
TBL3,4.203983372
ALKBH2,4.204202081
LYPD5,4.20684078
IL17RE,4.20709364
STX1A,4.208355612
HLA-H,4.211364339
EIF4A3,4.211857138
GLRX5,4.212967209
FTSJ3,4.213308114
RP5-1136G13.2,4.213532228
DTX4,4.213760201
SH2D2A,4.213844806
ATIC,4.214352606
RRP12,4.214873562
SORD2P,4.215685148
RMRP,4.217020255
CRNKL1,4.219495186
DSC2,4.219580868
RP11-298I3.3,4.219835951
SMIM4,4.22090398
AP4M1,4.221780451
RP11-496H1.2,4.222142514
SNX22,4.222838576
RP11-546K22.3,4.222991094
SLC22A20,4.223686996
FAM81A,4.226087727
C20orf144,4.226144405
NTMT1,4.226893751
PRR13,4.227501451
ZNF786,4.227896523
NIFK,4.228488869
C2orf70,4.228652077
RP11-500C11.3,4.229943922
CLDN14,4.230310859
DNAJC9-AS1,4.230470365
UPF3B,4.230485931
RP11-1275H24.2,4.230772863
CD80,4.230955969
ATF6B,4.231496061
GXYLT1,4.231627751
CCDC103,4.232397752
HSPH1,4.233306023
HPS3,4.233368558
MMP12,4.23360246
M6PR,4.23515846
DEPDC4,4.236606258
ARHGEF35,4.237061466
HS2ST1,4.238040577
GSTK1,4.238934846
RNASET2,4.239029121
DGAT1,4.239302172
GRB14,4.239368907
RNPS1,4.239587639
TNN,4.239818586
RPL13AP20,4.240061514
CLDN3,4.240591548
RP11-455O6.9,4.242061708
HOXC10,4.242232197
ETHE1,4.242443201
MRPS18A,4.24471295
TIPARP-AS1,4.248998057
CHD1L,4.249129696
RNF126,4.249418507
SPINK5,4.251351498
CTD-2383M3.1,4.252027636
NDUFB3,4.252470609
SRCIN1,4.253255727
AC002467.7,4.253280384
RP11-61K9.3,4.253324503
SCAMP2,4.253718836
HESX1,4.253948271
TTC13,4.255171813
PROCA1,4.255431385
SNRPEP4,4.257952336
UBA6,4.258806927
ZNF212,4.259560027
SNRNP35,4.259643777
CTD-2555C10.3,4.261327323
TAF11,4.261617059
MTCH2,4.262710407
YIPF1,4.263357382
PIP5KL1,4.263490439
AC009403.2,4.266872839
UGGT1,4.26726233
FAM213B,4.267311835
SCNN1G,4.268263044
CDC37,4.269062344
RIN1,4.269516583
TOMM22,4.269860818
HRK,4.270464564
TMEM92,4.272839299
CCDC153,4.273612683
RP11-91G21.1,4.273690767
ZNF133,4.274711482
RP4-583P15.15,4.27698664
RP4-758J18.13,4.277623957
SLC6A11,4.279031851
WDR83OS,4.280609577
DIAPH1,4.280845013
RP11-360L9.8,4.281917341
ATOX1,4.282693031
PRICKLE3,4.283919971
RHBDD2,4.284965249
YAE1D1,4.285021326
VDAC1P1,4.285392337
ADA,4.286672903
RP11-778D9.12,4.287023945
PDIA3P1,4.287402942
GCAT,4.289505397
CBLC,4.289924103
PTGES,4.289982078
RP5-908M14.10,4.291457763
TRPV6,4.291761825
RP11-440D17.3,4.292101336
KRT8P45,4.292830337
C14orf79,4.293053699
NDUFAF3,4.29334656
EI24,4.293986236
RP5-1172N10.2,4.294712569
RP11-58E21.3,4.29580051
TMEM171,4.295976097
PSMC1P5,4.297480721
SERP1,4.298335006
CBWD5,4.299151486
EPB41L4B,4.299172109
RP11-115D19.1,4.299215275
UCA1,4.29938193
OTUB2,4.299692558
MORC2,4.299840048
PDE7A,4.300136857
RAB22A,4.301247767
C17orf75,4.302670613
TNFSF11,4.302856672
RPL28,4.303528061
ZNF813,4.306631374
LINC00885,4.307066408
IGHG4,4.309449998
SNHG15,4.309534954
ALG14,4.310330055
ZNF184,4.311088564
ZNF124,4.315455482
VANGL1,4.317115134
ZNF696,4.317550292
CES3,4.317726005
BCL7C,4.317949468
EIF5AL1,4.318068504
PLAGL2,4.318461075
DROSHA,4.318972852
RP11-55K13.1,4.319817535
TADA1,4.319909305
PGM3,4.321116485
VIMP,4.321745854
CTD-2027I19.3,4.322006053
SH2B2,4.323278077
IGHG3,4.324191424
RP11-723O4.2,4.325549985
RP11-334C17.3,4.32601619
DDR1,4.326336955
MPHOSPH6,4.329796889
LINC00493,4.332490534
GALNT3,4.332509987
CATSPERB,4.332723023
CLDN2,4.332768485
SNF8,4.333332298
PIGM,4.334760464
AC084809.2,4.335183179
RNF213,4.335398617
RP4-539M6.19,4.335450464
HCN3,4.336218044
UPK2,4.338031592
PIGF,4.338866658
ASCC2,4.339223474
CCM2,4.339717599
SDCCAG3,4.340363388
LSM6,4.34049114
HCAR2,4.342283934
MTND4P12,4.342479483
RP11-817O13.8,4.342820902
DLK2,4.34419937
ACP5,4.346586272
EIF2B5,4.346866375
RP11-2E11.9,4.346936202
ZNF616,4.346956313
RPL10P3,4.348122004
STARD7,4.34974123
MFSD11,4.350741651
ATP6V0C,4.350937866
GLRA3,4.350943913
RP13-349O20.2,4.352436854
TOMM40L,4.352479595
ATRN,4.352941839
KHDRBS1,4.353676701
SYVN1,4.353798553
APOBEC3H,4.353884053
SHD,4.354702464
GORAB,4.355288862
JUP,4.355312096
C1orf61,4.355502809
FAM183A,4.357338536
CTSZ,4.358641829
SEC14L4,4.359489189
MLLT11,4.360388317
GAS2L3,4.361121414
CTD-3010D24.3,4.361160519
SFXN4,4.362261904
DLX2,4.363135731
LINC01588,4.365659869
TMEM203,4.365737263
OTULIN,4.36607445
AC139099.5,4.366293498
SLC30A3,4.36735358
HOXB4,4.368811712
MRPL21,4.36986977
SH3KBP1,4.371461114
PTPRR,4.371676324
ZNF503-AS2,4.371839801
RP1-228P16.8,4.372289679
TLDC1,4.372517034
UQCR10,4.374275733
DUSP11,4.37441186
MESTIT1,4.374899804
ELOVL1,4.375148549
TMEM243,4.376064074
RP11-1008C21.1,4.376127026
STEAP1B,4.377431196
IL1RAP,4.37842237
SUPT4H1,4.378449245
RP11-697N18.4,4.379743656
LINC01057,4.381648
ASL,4.383025267
RP11-638I8.1,4.384728529
CTD-2562G15.3,4.385021341
RPL38,4.385184914
INO80C,4.385929334
TAF4,4.386147438
NDUFB2,4.386548058
EPN3,4.386713348
CDK3,4.387705619
TTR,4.38791036
TRMU,4.388328685
RP4-583P15.14,4.390482115
IMP4,4.391781117
HSPB11,4.393241969
TENM4,4.393299204
LINC01213,4.397104247
YWHAZ,4.399284806
PSMB9,4.399504592
CNTNAP2,4.39973694
SLC23A3,4.401443249
RP1-163M9.8,4.402680893
CMTM3,4.404561945
TH,4.406111182
NT5C,4.406287987
TYRO3,4.408459862
RP11-490O6.2,4.40865505
LINC00664,4.409958672
LINC01260,4.411543483
GPSM2,4.412448991
RP11-434H6.6,4.412481244
ZKSCAN4,4.413698495
PAXIP1,4.414156676
DECR1,4.415588037
RP5-884G6.2,4.418342528
AL513523.2,4.418563481
STPG1,4.420438212
SLC13A5,4.422001036
ACTR3B,4.422640465
CEBPA,4.422687087
CDK5R1,4.422710195
OGFR,4.422858818
CTB-102L5.4,4.42286017
PALM3,4.423262351
SVOPL,4.423956753
PLEKHG4,4.42602023
RP11-155O18.6,4.427404391
DERA,4.430486358
FKBP11,4.432154691
FAM127B,4.432231049
LDLRAP1,4.432423621
PPM1N,4.432577812
SWI5,4.432974341
MRPS33,4.433083618
CECR5,4.433814777
LMAN1,4.434939084
NDUFS8,4.435108553
PLAC1,4.436568455
RP11-142E9.1,4.438483163
HLA-G,4.438959205
KRT86,4.439886039
TM9SF1,4.440900238
NVL,4.441803663
CAPN12,4.442638426
RP11-429J17.7,4.44324105
LINC01137,4.444814402
FOXS1,4.445101612
RP11-738E22.3,4.445503316
RABGAP1L,4.445897531
TELO2,4.446737192
TCF15,4.447015455
RP11-178C3.2,4.4483439
TM7SF2,4.448613663
REEP4,4.448926874
SH3GL1,4.450268442
THEM5,4.453084347
ARRDC1,4.454645343
CLVS1,4.455164202
RP13-608F4.5,4.455869406
SLC52A3,4.456295791
ALG5,4.456476582
C2orf47,4.457002653
RP1-261D10.2,4.457319541
PKD1L1,4.458798647
NEB,4.459087134
ATP5H,4.459558437
FNDC3B,4.459644436
DHFR,4.459818406
TYK2,4.459832725
FTH1P8,4.459851133
ACOT8,4.459862439
STOML2,4.460241223
MYBPC1,4.460443273
PPAPDC1B,4.460457948
MRPL30,4.46049861
TAF15,4.460791949
DERL3,4.461907277
RP11-713M15.2,4.464848835
MED18,4.466535636
GCA,4.466749334
PDCD11,4.467086135
CPSF1P1,4.467095093
SPERT,4.467793621
TMPRSS6,4.470565472
AKR1B15,4.470725188
CSMD2,4.471471355
SLC39A9,4.471794035
PAQR6,4.47228824
RP11-96K19.4,4.474035354
MRPS5,4.474382956
FAM21FP,4.474571014
FAM220A,4.476440424
SNHG3,4.476561687
HOXB5,4.477019117
S100A3,4.478775528
IFI27L1,4.479071082
ATAD3B,4.479532509
TGFA,4.480274788
UBE2D1,4.480351037
TRAPPC3,4.480641252
NQO1,4.480786458
TTC26,4.483985182
MEIG1,4.484010843
PSMB6,4.48467531
RP11-511H23.2,4.484969586
HOXC-AS2,4.485595464
ZNF574,4.486830057
LIPC,4.487991982
GMCL1,4.488229076
SDHAF2,4.488896935
TMEM97,4.489012212
PAPL,4.49138944
PPME1,4.492447459
UFC1,4.494385767
CTD-2561J22.5,4.495202359
SRP19,4.495553019
TGIF2,4.496178717
FANK1,4.496285021
BAIAP2L1,4.497718745
PACSIN3,4.498562966
NDUFV2,4.498691065
HNRNPF,4.498760586
SDF4,4.499195907
C14orf166,4.499970465
SLAMF8,4.502844467
DAP,4.503851003
DISP2,4.503860688
TXNL4B,4.506713248
HOXC11,4.50947832
PLXNB2,4.509695121
PSMB8,4.51029706
DNAL4,4.510924687
ADAM15,4.511314532
PEX13,4.511702712
C1GALT1C1,4.514292436
AVL9,4.51444588
APOL2,4.515001834
RALBP1,4.516641818
FOXA3,4.516720476
C12orf76,4.517643552
HRAS,4.517802052
XKR8,4.517804012
STARD3,4.517844329
PI4KAP2,4.518015187
TSEN15,4.519153712
MRPS17,4.520400058
RAD1,4.521238859
ANXA4,4.523340279
RP11-465B22.3,4.524004197
FLVCR2,4.525444017
RPL7L1,4.526932659
DUX4L50,4.527273119
PSMD13,4.52755905
VARS2,4.529756937
FAM222B,4.530489876
RP11-298C3.2,4.532920739
PGF,4.534297371
VPS72,4.534804567
CTD-2523D13.2,4.534928272
MRPS18B,4.535011032
LAMTOR1,4.535425747
EFHD2,4.536803851
F12,4.536810672
MED24,4.53837099
IGHGP,4.539641327
CCDC96,4.540066677
CLIC1,4.541423577
AMZ1,4.54220696
THUMPD3,4.544058501
CDH1,4.545044832
MRPS11,4.546934742
HSPA14,4.547161893
MRPL24,4.548609875
UBE2V1,4.550949861
NAT10,4.552057569
RPL37,4.55652424
CAPN1,4.556805062
SAAL1,4.560128072
RP11-1275H24.3,4.560354297
SF3B5,4.561099259
HNRNPAB,4.561292349
IGHV6-1,4.562542948
MAL2,4.563164074
SLC37A1,4.564689707
WDR12,4.564702305
GABRA3,4.565658776
ELOVL6,4.565676759
RPARP-AS1,4.566241851
SUMF1,4.56821571
SEC11A,4.568380462
CYB5R2,4.56844099
ARF3,4.568451928
CYBA,4.571659554
SET,4.571936968
ANKRD13D,4.573230415
DGKZ,4.574530218
HIST2H4B,4.57581393
RP11-20D14.6,4.576463121
RP11-864I4.1,4.57739486
TTC30B,4.577710714
NOP16,4.577888951
CCDC157,4.579822825
RNF113A,4.581389082
PPEF1,4.581937086
ZBED9,4.582535934
COMMD2,4.582687017
SULT4A1,4.583461738
NPLOC4,4.584894125
COMMD7,4.58610847
MT1F,4.586142149
MUC3A,4.586934358
GDI2,4.588477134
GRN,4.589719139
C11orf24,4.590500536
MIR3179-1,4.590609984
ALOXE3,4.59319833
WDR45B,4.593910466
RP11-49I11.1,4.594030341
NEDD8-MDP1,4.594535213
POLE3,4.59486561
C7orf43,4.59488435
NOL12,4.595553808
PCDHB8,4.595610382
SRRM5,4.596479755
KCTD14,4.596853891
IKBIP,4.597420641
PIAS4,4.597765848
PPAN,4.59887289
LIPT2,4.599595004
TAS1R3,4.601078224
RP11-141C7.3,4.601626175
TMEM234,4.602619923
GLO1,4.603014789
SLC4A11,4.603509506
CCDC114,4.604596049
RP11-673C5.1,4.60500793
CIB1,4.605717592
RRS1,4.606115081
VOPP1,4.607226957
STAT1,4.607379895
SEPT4-AS1,4.607682072
TSC22D4,4.607760252
CABLES2,4.607872406
MAP3K9,4.610199757
RP13-270P17.1,4.612167583
CTD-2308L22.1,4.61272217
KRI1,4.612832764
TCOF1,4.613458335
KIF12,4.613587263
ADAM12,4.613804533
TMEM186,4.614493743
ZFPM2-AS1,4.614979242
MUTYH,4.61652649
RBBP4,4.616992828
UNC93B1,4.617551171
RP11-680F8.1,4.617969108
IFIH1,4.618100153
PTGES3,4.619043054
TDRD5,4.619353571
SLC10A4,4.619689328
F8A1,4.620195887
FAM86JP,4.620680413
CASC10,4.621219647
RP11-486B10.4,4.621582547
SLC23A1,4.621863653
RP5-857K21.11,4.622663811
KMO,4.622681476
TP53I13,4.623230679
PVRL2,4.623360735
ZNF492,4.623405615
VSTM2L,4.62379369
TUBA1B,4.625428834
AGAP2,4.625489093
GPD2,4.626418124
SHOX2,4.626945873
POC5,4.628760985
CMTM8,4.628920269
SPTBN2,4.629433532
BNIP1,4.629590105
SLC16A10,4.630594873
TRADD,4.632623184
SERF2,4.633819238
RP3-523K23.2,4.634387777
C8G,4.634433328
MYL12A,4.636620112
STT3B,4.638355031
RPS19BP1,4.639785071
SNHG12,4.641111971
RPL39,4.641159417
MLST8,4.644978349
TBCB,4.647220923
RHCE,4.647609957
HTRA2,4.649867884
SLC31A2,4.651650059
MYBBP1A,4.652635132
SLC12A9,4.653108309
CRIPT,4.653437277
C6orf1,4.653792496
FAM32A,4.654968246
CCK,4.655205933
VPS33A,4.655311852
GAPLINC,4.657739623
CAMK2N1,4.658479337
RPL22L1,4.665638826
SLC38A10,4.667215074
CTNNBL1,4.667391503
PTHLH,4.667720768
EPHX4,4.668007605
MLK4,4.669304379
MAP7D2,4.669730325
FKBP2,4.670118046
RAC1,4.670731419
UBQLN4,4.67201497
IL32,4.672294072
RP11-422P24.12,4.672334905
AC002059.10,4.674337588
AADACP1,4.674688849
MRPL28,4.675298614
C5orf30,4.676115874
ODF2,4.677081846
SRSF2,4.677883652
PCDHA1,4.678509714
ZNF761,4.678783845
BAIAP2L2,4.678926142
CBX1,4.67925533
ANKRD65,4.6807829
RPS19,4.680793094
MORC2-AS1,4.681860904
CTD-2015H6.3,4.683297483
USP21,4.685427171
ENY2,4.687779582
SPATA2,4.688022192
SLC28A2,4.688238551
AACS,4.688586064
COG4,4.690570874
HELLPAR,4.691424847
APOL1,4.69426432
TTLL4,4.694581214
SMIM22,4.69480741
TMEM39B,4.695200881
PHEX,4.695672898
TMCO6,4.696913057
NFKBIB,4.696954681
RP11-61L19.3,4.697501107
HDAC2,4.697616948
APOPT1,4.698115438
ORC5,4.699676756
RP11-27K13.3,4.70155973
TWF2,4.701607524
TMEM167A,4.701610914
PGD,4.702862695
TSPAN10,4.702943032
IMP3,4.703360737
POSTN,4.703492866
CXCR2P1,4.704744806
FLJ12825,4.705190161
RP11-498C9.15,4.705778356
HYLS1,4.707278768
DYNLRB1,4.707714104
RP11-84C10.4,4.708603274
WASIR2,4.708876517
BCCIP,4.708951278
BLCAP,4.709469809
SYNJ2BP-COX16,4.709699526
TATDN2,4.710212534
RP11-95D17.1,4.710488224
AMACR,4.711716895
MSMO1,4.711905151
RP11-810M2.2,4.712351563
MGAT1,4.715627924
POMGNT1,4.716265612
COX6C,4.716695259
ECHS1,4.717357588
ANKRD39,4.718385461
DDT,4.722102624
ZNF524,4.722234685
C19orf33,4.723304999
PABPN1,4.723854717
LARP4B,4.723871633
BEAN1,4.724288632
APOL6,4.725559594
RBM17,4.725920511
CMC2,4.72601604
PAK6,4.726860712
C16orf70,4.72728384
PPP4R4,4.728409562
DYX1C1,4.728511519
USP43,4.728683582
SUMO3,4.729050907
PCAT7,4.72924796
RP11-111M22.3,4.729829585
E2F5,4.730353588
RP11-96D1.11,4.731084987
TMEM14B,4.732218059
CLEC12A,4.732404869
TMEM141,4.732446754
RP11-57G10.8,4.732617833
OIT3,4.734717736
SREBF1,4.73672298
KB-1562D12.1,4.738011912
CCDC28B,4.73862808
SLC38A5,4.740393078
MYL6B,4.740573708
DNMT3A,4.743963516
SSB,4.745027631
SLC6A2,4.745449572
GMPPA,4.745849211
CRYBB2P1,4.746947587
RP11-318A15.2,4.747047559
FAM26F,4.747769154
DGKZP1,4.747969363
RFWD2,4.748009994
UBE2N,4.748960535
MAGED1,4.750728777
CTD-2213F21.2,4.750736001
PVRL4,4.751379648
ZNF432,4.752435865
POR,4.75271447
METTL2B,4.75297095
NUDT22,4.754219473
RPPH1,4.754793615
UBE2L6,4.754994004
RFNG,4.757666593
MESP2,4.758805194
SDR9C7,4.759716584
TRIM36,4.759927273
NHP2,4.760219569
ABHD3,4.762762043
NDUFA9,4.764434458
USP39,4.765463264
HELZ2,4.765802538
RP11-17P16.1,4.766305505
EMC3-AS1,4.767126713
SMPD2,4.770944052
LAPTM4B,4.772215393
MRPS16,4.772444724
TARS,4.773534341
SPDYE2B,4.773894689
EMC4,4.774514552
ZNF146,4.775934095
NUDT14,4.777276526
BROX,4.777810106
CH507-513H4.1,4.779172748
CH507-528H12.1,4.779172748
SPDYE3,4.779664483
CASP5,4.782220622
SP6,4.782401727
RP11-715F3.2,4.783382772
AMMECR1,4.784364667
SLC39A10,4.785017409
PLEKHF2,4.785021552
RP11-357H14.17,4.786004179
RP5-1125A11.6,4.787051
SPECC1,4.788899736
FRAT2,4.789114471
UBA1,4.789472101
PVR,4.790327454
RP1-95L4.4,4.792589572
AIFM1,4.794194309
MAGT1,4.795550016
UCP2,4.796084333
FAAHP1,4.796817023
PANK1,4.797256502
UCKL1,4.799545214
WISP1,4.801073368
PP7080,4.802563584
LDHAP3,4.802601651
IDH1-AS1,4.802901012
S100A6,4.803114285
VIL1,4.803396795
MRPL18,4.804557149
SLC8B1,4.805729385
TRAPPC1,4.806168581
MAP3K11,4.806248531
YEATS2,4.807011571
PEX10,4.807256734
HCAR1,4.807475283
CLEC2L,4.81093491
PIGC,4.811579661
BGN,4.813238414
NELFA,4.814463442
C5orf34,4.815296547
HDGFRP2,4.816599321
ADGRE1,4.817454691
ATXN7L2,4.817858424
TCTEX1D2,4.820820887
PIK3R2,4.820989837
RHOD,4.821724032
MET,4.822113611
AP001065.15,4.822644923
PIP4K2C,4.822733303
RP11-342M1.3,4.824348018
CASKIN1,4.824744206
TMEM81,4.824766118
PROSER1,4.82521776
CCDC23,4.825656625
AC007192.6,4.827753724
TFAP2C,4.828361322
SLC45A3,4.828772071
ALOX12B,4.829839042
RP11-178L8.7,4.83073147
SLC30A2,4.831446252
RNF149,4.834931605
DCXR,4.835601161
CASK,4.835717821
TEKT2,4.835879121
ZBTB8OS,4.836013685
LSM14B,4.837627194
IGHG1,4.838897398
IFIT2,4.839456515
SIPA1L3,4.840098214
MED10,4.840305728
TPBGL,4.841225039
RP11-127I20.5,4.84173963
CFAP53,4.84213059
C10orf95,4.843482351
TKFC,4.844896873
PSME1,4.846524417
9-Mar,4.848443759
GYLTL1B,4.848776142
GRHL2,4.84990399
LCTL,4.853085795
HNRNPA1P33,4.855025796
LAMP3,4.855589755
MMP10,4.856799199
DPM3,4.857269616
NSMCE2,4.858666142
WDR89,4.859456991
NARF,4.85996893
UBXN11,4.85998724
NOSIP,4.86007785
FAM132A,4.860461288
SLMO2,4.860508583
MRPS35,4.860531692
SLC33A1,4.860948063
C2orf27A,4.861214263
GNGT1,4.861247554
GLMN,4.861852319
RER1,4.862409795
CCDC124,4.862659722
NCBP2,4.865537202
RASL10A,4.866220569
TMEM160,4.867248162
CAMK2B,4.868577715
LMO7-AS1,4.869252229
AP5S1,4.870002505
ALG10,4.870377704
IFI44L,4.870610885
SLC27A4,4.870776376
TRIM65,4.871067251
GABRP,4.87116054
KDM4A-AS1,4.871395565
NUBP2,4.871618156
HIP1R,4.871853271
NOL7,4.87292398
ZNF28,4.87380839
RP4-730K3.3,4.874330683
HLA-C,4.874873445
IMMP1L,4.875235634
CDIPT-AS1,4.876185787
ADK,4.87707227
CEP76,4.877093079
ZNF480,4.877660032
TOM1L1,4.878045687
RP11-326C3.2,4.880010506
SLC35F6,4.880352702
DOHH,4.880765202
EHMT2,4.88115105
TBCE,4.881194219
SPHK1,4.88171276
COX8A,4.883246116
SH3BP1,4.883492076
LINC00998,4.883524421
SURF4,4.883656235
ADAM17,4.884914328
C14orf142,4.884980295
ULBP3,4.888274546
RRBP1,4.888928436
LRGUK,4.888934495
AREL1,4.890390965
RP11-227B21.2,4.890551153
ADAR,4.89171453
FAM132B,4.891997191
SAP25,4.895077714
LRP11,4.895420631
HEXIM2,4.897036747
KHSRP,4.900128898
GJB2,4.900176241
TPI1P2,4.900858792
TRPC4AP,4.903958258
RP11-186B7.7,4.904246284
NDUFB4,4.906010258
EXOSC7,4.907322977
SELT,4.907448155
PEMT,4.907974793
CLNS1A,4.908076224
ATG7,4.909746494
HUS1,4.909907873
ARL6IP6,4.910353359
SFXN5,4.91325225
RP11-96K19.5,4.913301517
IL4I1,4.91331042
PHF6,4.914465332
CPSF1,4.917432166
CCNK,4.919319289
WDR93,4.921901232
PSD2,4.922396913
EDEM1,4.922790678
RBM28,4.924366554
SH3BP2,4.925145538
ZFAS1,4.925494976
CTD-2292P10.4,4.926236229
AIFM3,4.926774076
LRRC8B,4.927348899
RP11-758M4.4,4.928826693
LETM1,4.929402085
PFN4,4.929776594
SYT14,4.930199237
IL10RB-AS1,4.931282356
GCHFR,4.933181559
PAGR1,4.933829109
PDIA2,4.934181468
ACAN,4.934297964
RP11-384L8.1,4.934332047
MARK2,4.93458604
HDAC1,4.934630171
LINC00704,4.936005969
SFXN2,4.936821012
JOSD2,4.937246441
DERL2,4.937393128
LRFN1,4.938479733
ATP5I,4.93882293
RP5-991G20.1,4.940631947
PMEPA1,4.942481941
GNB1L,4.942512677
ODF2L,4.944993736
COMMD8,4.945070687
RRP1B,4.946229179
FAM91A1,4.946350939
ZDHHC18,4.94640231
RP11-390F4.3,4.947993583
RPS2P32,4.949956029
RPS28P7,4.950960275
RP11-155G14.5,4.951082206
CH507-9B2.9,4.951368214
RP11-641D5.1,4.952367195
TIGD5,4.952632061
SYCE2,4.953386117
PDIK1L,4.953934246
FZD5,4.953972421
SSU72,4.954878005
MFSD9,4.955153807
BMS1P8,4.95560282
MARS,4.956325247
CTB-167G5.6,4.957093606
